Re Im
1011.0 -102.0
1027.0 134.0
946.0 302.0
916.0 376.0
860.0 467.0
746.0 600.0
646.0 755.0
559.0 829.0
470.0 844.0
351.0 860.0
202.0 977.0
63.0 1005.0
-40.0 963.0
-145.0 931.0
-242.0 922.0
-373.0 945.0
-465.0 885.0
-533.0 792.0
-603.0 718.0
-732.0 700.0
-814.0 640.0
-809.0 512.0
-841.0 410.0
-910.0 368.0
-973.0 321.0
-993.0 196.0
-946.0 52.0
-959.0 -28.0
-1001.0 -69.0
-997.0 -153.0
-928.0 -276.0
-898.0 -376.0
-892.0 -422.0
-891.0 -456.0
-822.0 -546.0
-727.0 -646.0
-736.0 -672.0
-746.0 -711.0
-697.0 -756.0
-600.0 -811.0
-547.0 -826.0
-547.0 -840.0
-512.0 -866.0
-403.0 -900.0
-315.0 -934.0
-309.0 -964.0
-340.0 -983.0
-264.0 -995.0
-159.0 -1003.0
-127.0 -1022.0
-140.0 -1007.0
-117.0 -998.0
-34.0 -1034.0
24.0 -1012.0
25.0 -1018.0
-12.0 -1006.0
60.0 -1027.0
116.0 -1015.0
91.0 -1023.0
73.0 -1028.0
102.0 -1009.0
182.0 -1010.0
203.0 -1002.0
177.0 -1021.0
162.0 -1013.0
172.0 -999.0
270.0 -983.0
229.0 -999.0
187.0 -996.0
182.0 -1001.0
197.0 -1005.0
219.0 -992.0
197.0 -1000.0
157.0 -1023.0
152.0 -993.0
179.0 -970.0
130.0 -985.0
58.0 -1006.0
46.0 -1024.0
45.0 -977.0
32.0 -968.0
-45.0 -999.0
-97.0 -1001.0
-87.0 -953.0
-108.0 -948.0
-142.0 -960.0
-215.0 -958.0
-248.0 -946.0
-248.0 -889.0
-314.0 -886.0
-413.0 -915.0
-449.0 -899.0
-472.0 -813.0
-500.0 -747.0
-576.0 -765.0
-658.0 -760.0
-680.0 -684.0
-697.0 -602.0
-742.0 -572.0
-814.0 -589.0
-857.0 -527.0
-858.0 -409.0
-880.0 -332.0
-951.0 -279.0
-988.0 -269.0
-984.0 -129.0
-961.0 -5.0
-982.0 56.0
-1003.0 114.0
-969.0 207.0
-966.0 359.0
-946.0 454.0
-906.0 513.0
-867.0 559.0
-788.0 665.0
-740.0 794.0
-662.0 838.0
-583.0 844.0
-520.0 908.0
-422.0 1022.0
-339.0 1057.0
-239.0 1030.0
-91.0 1033.0
23.0 1066.0
158.0 1097.0
295.0 1017.0
403.0 942.0
522.0 895.0
616.0 862.0
736.0 780.0
842.0 587.0
897.0 463.0
939.0 392.0
971.0 291.0
990.0 74.0
1009.0 -85.0
983.0 -211.0
911.0 -301.0
862.0 -448.0
809.0 -649.0
698.0 -755.0
535.0 -782.0
372.0 -869.0
262.0 -946.0
121.0 -1000.0
-79.0 -992.0
-287.0 -909.0
-397.0 -872.0
-495.0 -836.0
-664.0 -744.0
-820.0 -542.0
-947.0 -393.0
-987.0 -289.0
-1000.0 -96.0
-1039.0 118.0
-1057.0 323.0
-974.0 481.0
-842.0 585.0
-733.0 747.0
-634.0 937.0
-461.0 1000.0
-224.0 1047.0
-7.0 1051.0
133.0 1038.0
292.0 988.0
558.0 849.0
743.0 691.0
848.0 539.0
899.0 337.0
967.0 111.0
1033.0 -108.0
973.0 -339.0
811.0 -545.0
662.0 -721.0
522.0 -876.0
367.0 -968.0
81.0 -1023.0
-210.0 -996.0
-447.0 -921.0
-598.0 -792.0
-792.0 -596.0
-1018.0 -400.0
-1098.0 -187.0
-1055.0 92.0
-970.0 342.0
-893.0 571.0
-811.0 770.0
-559.0 924.0
-259.0 1037.0
-9.0 1035.0
184.0 972.0
432.0 864.0
695.0 714.0
874.0 523.0
944.0 253.0
965.0 -41.0
978.0 -297.0
890.0 -531.0
710.0 -755.0
447.0 -952.0
136.0 -1045.0
-85.0 -1040.0
-345.0 -960.0
-641.0 -842.0
-883.0 -645.0
-982.0 -370.0
-1027.0 -47.0
-1018.0 247.0
-927.0 495.0
-748.0 728.0
-450.0 928.0
-158.0 1010.0
104.0 987.0
399.0 866.0
696.0 696.0
904.0 471.0
1000.0 141.0
979.0 -215.0
887.0 -523.0
731.0 -734.0
481.0 -929.0
133.0 -1087.0
-195.0 -1063.0
-493.0 -904.0
-757.0 -697.0
-974.0 -426.0
-1052.0 -114.0
-991.0 274.0
-829.0 646.0
-583.0 865.0
-280.0 950.0
96.0 946.0
462.0 900.0
748.0 705.0
942.0 330.0
1000.0 -40.0
991.0 -398.0
795.0 -665.0
526.0 -921.0
173.0 -1114.0
-188.0 -1073.0
-541.0 -864.0
-838.0 -592.0
-989.0 -295.0
-1012.0 35.0
-913.0 472.0
-683.0 796.0
-326.0 946.0
87.0 970.0
441.0 883.0
764.0 666.0
981.0 318.0
1053.0 -149.0
970.0 -544.0
685.0 -835.0
332.0 -985.0
-56.0 -1091.0
-432.0 -1011.0
-774.0 -703.0
-962.0 -265.0
-1012.0 151.0
-841.0 461.0
-532.0 774.0
-184.0 1010.0
227.0 1011.0
654.0 772.0
968.0 386.0
1050.0 5.0
964.0 -379.0
733.0 -764.0
407.0 -1054.0
-3.0 -1131.0
-471.0 -922.0
-814.0 -598.0
-971.0 -266.0
-935.0 182.0
-752.0 608.0
-462.0 940.0
-15.0 1007.0
480.0 859.0
846.0 626.0
1009.0 225.0
1015.0 -222.0
877.0 -681.0
554.0 -1009.0
35.0 -1077.0
-465.0 -935.0
-787.0 -623.0
-925.0 -196.0
-929.0 294.0
-737.0 744.0
-315.0 990.0
244.0 974.0
707.0 797.0
956.0 413.0
1036.0 -80.0
938.0 -570.0
628.0 -907.0
128.0 -1056.0
-454.0 -953.0
-822.0 -609.0
-955.0 -159.0
-909.0 353.0
-686.0 769.0
-251.0 997.0
317.0 991.0
830.0 728.0
1034.0 278.0
993.0 -268.0
797.0 -727.0
418.0 -974.0
-143.0 -984.0
-667.0 -743.0
-962.0 -324.0
-963.0 224.0
-692.0 753.0
-273.0 1005.0
222.0 1004.0
767.0 737.0
1084.0 296.0
1075.0 -249.0
748.0 -753.0
261.0 -1017.0
-214.0 -988.0
-704.0 -626.0
-1003.0 -157.0
-994.0 398.0
-569.0 865.0
8.0 1065.0
518.0 947.0
904.0 478.0
1057.0 -61.0
969.0 -528.0
514.0 -903.0
-122.0 -1015.0
-642.0 -778.0
-933.0 -269.0
-916.0 375.0
-678.0 825.0
-192.0 1002.0
419.0 965.0
910.0 640.0
1104.0 55.0
896.0 -596.0
412.0 -989.0
-127.0 -972.0
-684.0 -659.0
-1013.0 -139.0
-965.0 410.0
-542.0 946.0
80.0 1137.0
668.0 906.0
1006.0 307.0
1016.0 -316.0
679.0 -751.0
97.0 -961.0
-531.0 -866.0
-958.0 -423.0
-1007.0 257.0
-704.0 849.0
-119.0 1098.0
517.0 904.0
972.0 437.0
1050.0 -141.0
738.0 -697.0
146.0 -1042.0
-515.0 -915.0
-949.0 -360.0
-1030.0 348.0
-653.0 847.0
-54.0 1030.0
568.0 895.0
990.0 468.0
1015.0 -221.0
648.0 -858.0
-8.0 -1076.0
-657.0 -758.0
-1020.0 -151.0
-972.0 470.0
-506.0 915.0
170.0 1054.0
751.0 781.0
1020.0 126.0
893.0 -604.0
338.0 -1008.0
-402.0 -931.0
-947.0 -434.0
-1052.0 223.0
-674.0 797.0
-37.0 1085.0
592.0 910.0
998.0 289.0
957.0 -501.0
447.0 -986.0
-310.0 -960.0
-933.0 -519.0
-1046.0 138.0
-696.0 750.0
-116.0 1090.0
537.0 942.0
1013.0 258.0
958.0 -533.0
400.0 -978.0
-381.0 -923.0
-958.0 -460.0
-1021.0 228.0
-606.0 848.0
14.0 1086.0
661.0 784.0
1026.0 68.0
881.0 -660.0
224.0 -1013.0
-610.0 -858.0
-1068.0 -268.0
-948.0 445.0
-425.0 966.0
269.0 1007.0
825.0 500.0
1008.0 -251.0
639.0 -899.0
-165.0 -1049.0
-915.0 -604.0
-1107.0 168.0
-675.0 843.0
52.0 1067.0
678.0 736.0
946.0 15.0
760.0 -734.0
102.0 -1045.0
-690.0 -786.0
-1160.0 -103.0
-894.0 675.0
-120.0 1057.0
649.0 827.0
975.0 133.0
787.0 -647.0
162.0 -1045.0
-605.0 -812.0
-1067.0 -160.0
-945.0 625.0
-198.0 1052.0
679.0 844.0
1056.0 137.0
737.0 -699.0
37.0 -1071.0
-672.0 -770.0
-1040.0 4.0
-860.0 714.0
-114.0 1003.0
715.0 728.0
1076.0 -30.0
694.0 -803.0
-183.0 -1108.0
-908.0 -671.0
-1041.0 226.0
-564.0 912.0
185.0 970.0
831.0 411.0
994.0 -396.0
463.0 -975.0
-454.0 -982.0
-1078.0 -388.0
-952.0 487.0
-216.0 1071.0
614.0 890.0
1024.0 16.0
749.0 -838.0
10.0 -1062.0
-803.0 -652.0
-1110.0 131.0
-657.0 795.0
268.0 1008.0
975.0 480.0
981.0 -425.0
259.0 -1114.0
-608.0 -982.0
-1060.0 -86.0
-783.0 798.0
32.0 1026.0
812.0 504.0
1030.0 -306.0
497.0 -931.0
-434.0 -964.0
-1032.0 -372.0
-883.0 555.0
-93.0 1107.0
779.0 761.0
1050.0 -228.0
560.0 -1036.0
-372.0 -1022.0
-1005.0 -272.0
-889.0 573.0
-98.0 964.0
774.0 661.0
1048.0 -132.0
544.0 -901.0
-406.0 -1058.0
-1034.0 -348.0
-845.0 657.0
-28.0 1106.0
854.0 606.0
1063.0 -447.0
394.0 -1071.0
-581.0 -845.0
-1082.0 -66.0
-691.0 723.0
245.0 953.0
953.0 454.0
935.0 -482.0
182.0 -1107.0
-686.0 -869.0
-1027.0 128.0
-532.0 1018.0
490.0 948.0
1124.0 47.0
822.0 -874.0
-214.0 -1034.0
-1020.0 -364.0
-883.0 505.0
-4.0 953.0
833.0 648.0
990.0 -255.0
355.0 -1022.0
-535.0 -939.0
-994.0 -25.0
-619.0 933.0
382.0 1003.0
1123.0 106.0
881.0 -836.0
-198.0 -1069.0
-1036.0 -345.0
-893.0 607.0
110.0 1004.0
961.0 547.0
927.0 -443.0
156.0 -1062.0
-679.0 -776.0
-923.0 233.0
-358.0 1018.0
609.0 804.0
1087.0 -174.0
615.0 -1023.0
-515.0 -914.0
-1165.0 50.0
-578.0 929.0
605.0 918.0
1205.0 48.0
616.0 -873.0
-447.0 -991.0
-998.0 -171.0
-561.0 814.0
345.0 1021.0
981.0 219.0
760.0 -781.0
-108.0 -1021.0
-918.0 -286.0
-848.0 704.0
179.0 1017.0
1105.0 309.0
980.0 -702.0
-146.0 -1060.0
-1077.0 -394.0
-812.0 692.0
336.0 1086.0
1101.0 363.0
787.0 -747.0
-265.0 -1078.0
-930.0 -260.0
-660.0 794.0
271.0 1035.0
982.0 191.0
768.0 -810.0
-194.0 -965.0
-995.0 -136.0
-724.0 822.0
400.0 952.0
1180.0 116.0
696.0 -844.0
-547.0 -952.0
-1139.0 -12.0
-402.0 988.0
778.0 933.0
1103.0 -185.0
288.0 -1097.0
-757.0 -746.0
-912.0 476.0
-48.0 1161.0
878.0 514.0
900.0 -643.0
-17.0 -1025.0
-889.0 -290.0
-784.0 720.0
223.0 938.0
1075.0 188.0
756.0 -729.0
-412.0 -856.0
-1081.0 -12.0
-467.0 904.0
754.0 899.0
1134.0 -138.0
232.0 -1074.0
-887.0 -741.0
-941.0 554.0
134.0 1271.0
1048.0 469.0
775.0 -891.0
-356.0 -1091.0
-1038.0 60.0
-466.0 1111.0
658.0 798.0
1042.0 -389.0
198.0 -1009.0
-856.0 -395.0
-899.0 664.0
190.0 939.0
1083.0 230.0
676.0 -677.0
-514.0 -761.0
-1045.0 51.0
-262.0 894.0
834.0 750.0
963.0 -302.0
-82.0 -1041.0
-946.0 -483.0
-689.0 797.0
437.0 1164.0
1061.0 30.0
384.0 -1130.0
-747.0 -781.0
-989.0 635.0
66.0 1277.0
1078.0 245.0
725.0 -1037.0
-568.0 -875.0
-1158.0 450.0
-228.0 1214.0
1033.0 418.0
929.0 -794.0
-454.0 -897.0
-1219.0 169.0
-391.0 979.0
944.0 577.0
976.0 -506.0
-303.0 -884.0
-1089.0 -148.0
-452.0 795.0
741.0 777.0
875.0 -244.0
-138.0 -933.0
-943.0 -404.0
-523.0 733.0
512.0 961.0
818.0 -78.0
78.0 -1052.0
-788.0 -557.0
-654.0 765.0
268.0 1081.0
857.0 -79.0
320.0 -1149.0
-756.0 -576.0
-879.0 838.0
207.0 1070.0
1053.0 -203.0
418.0 -1154.0
-922.0 -457.0
-1041.0 912.0
351.0 982.0
1290.0 -316.0
315.0 -1137.0
-1200.0 -293.0
-999.0 962.0
685.0 833.0
1332.0 -460.0
-82.0 -1081.0
-1431.0 -152.0
-669.0 975.0
1055.0 706.0
1141.0 -584.0
-574.0 -1022.0
-1430.0 20.0
-148.0 1043.0
1271.0 569.0
722.0 -762.0
-969.0 -954.0
-1175.0 290.0
337.0 1109.0
1225.0 319.0
190.0 -954.0
-1109.0 -802.0
-705.0 559.0
680.0 1109.0
936.0 -64.0
-253.0 -1154.0
-1017.0 -482.0
-233.0 951.0
787.0 894.0
520.0 -574.0
-506.0 -1165.0
-723.0 39.0
110.0 1156.0
660.0 431.0
165.0 -991.0
-521.0 -848.0
-424.0 602.0
239.0 1108.0
443.0 -178.0
1.0 -1189.0
-438.0 -297.0
-256.0 1010.0
226.0 654.0
335.0 -764.0
-63.0 -951.0
-370.0 382.0
-208.0 1037.0
241.0 -29.0
335.0 -1038.0
-75.0 -384.0
-410.0 863.0
-177.0 619.0
344.0 -644.0
358.0 -866.0
-214.0 278.0
-489.0 897.0
-5.0 64.0
429.0 -620.0
146.0 -108.0
-125.0 482.0
51.0 472.0
96.0 460.0
-284.0 433.0
-538.0 -116.0
-274.0 -729.0
-165.0 -550.0
-495.0 35.0
-809.0 87.0
-796.0 -225.0
-707.0 -361.0
-635.0 -204.0
-367.0 1.0
322.0 -24.0
1089.0 -176.0
1157.0 -232.0
411.0 -286.0
-309.0 -346.0
-289.0 -293.0
227.0 -163.0
443.0 -272.0
127.0 -775.0
-71.0 -1137.0
377.0 -768.0
1010.0 107.0
1026.0 666.0
186.0 407.0
-891.0 -244.0
-1360.0 -505.0
-905.0 -349.0
94.0 -147.0
878.0 12.0
946.0 255.0
315.0 401.0
-386.0 31.0
-478.0 -791.0
37.0 -1146.0
472.0 -558.0
363.0 369.0
-165.0 564.0
-576.0 -108.0
-615.0 -610.0
-569.0 -140.0
-635.0 784.0
-803.0 1138.0
-990.0 627.0
-1258.0 -156.0
-1399.0 -444.0
-1016.0 -141.0
-124.0 406.0
695.0 658.0
942.0 496.0
743.0 147.0
741.0 -40.0
1248.0 -51.0
1750.0 -129.0
1702.0 -383.0
1160.0 -411.0
543.0 131.0
131.0 826.0
-76.0 719.0
-17.0 -208.0
317.0 -704.0
652.0 110.0
505.0 1371.0
-37.0 1402.0
-507.0 -40.0
-608.0 -1243.0
-607.0 -825.0
-738.0 530.0
-782.0 1043.0
-390.0 149.0
250.0 -933.0
554.0 -993.0
396.0 -306.0
89.0 95.0
-44.0 39.0
-15.0 174.0
32.0 760.0
106.0 1283.0
87.0 1145.0
-157.0 433.0
-446.0 -155.0
-176.0 -224.0
635.0 141.0
1102.0 421.0
471.0 239.0
-724.0 -285.0
-1037.0 -566.0
-142.0 -266.0
677.0 310.0
313.0 426.0
-595.0 -79.0
-817.0 -666.0
-84.0 -848.0
566.0 -802.0
445.0 -824.0
132.0 -780.0
194.0 -202.0
152.0 678.0
-604.0 1053.0
-1486.0 761.0
-1155.0 560.0
459.0 933.0
1784.0 1130.0
1552.0 242.0
-23.0 -1181.0
-1312.0 -1840.0
-1471.0 -1251.0
-862.0 -345.0
-273.0 -447.0
-15.0 -1149.0
-47.0 -1452.0
-114.0 -881.0
-167.0 -37.0
-154.0 294.0
-6.0 171.0
56.0 -31.0
-111.0 -308.0
-306.0 -718.0
-254.0 -1073.0
16.0 -1169.0
308.0 -915.0
315.0 -494.0
-27.0 89.0
-564.0 394.0
-952.0 120.0
-903.0 -1034.0
-398.0 -1732.0
142.0 -1816.0
284.0 -1312.0
-62.0 -64.0
-620.0 293.0
-990.0 337.0
-950.0 369.0
-441.0 468.0
289.0 76.0
662.0 -480.0
253.0 -745.0
-411.0 -468.0
-405.0 -209.0
459.0 -357.0
1044.0 -608.0
419.0 -417.0
-864.0 -126.0
-1344.0 -320.0
-595.0 -650.0
61.0 -284.0
-419.0 916.0
-1366.0 1959.0
-1374.0 1926.0
-281.0 1038.0
665.0 319.0
537.0 347.0
-61.0 654.0
149.0 647.0
1076.0 166.0
1685.0 -336.0
1393.0 -541.0
660.0 -482.0
346.0 -242.0
638.0 51.0
1066.0 347.0
1083.0 454.0
601.0 137.0
-68.0 -476.0
-484.0 -859.0
-579.0 -582.0
-492.0 174.0
-423.0 601.0
-336.0 302.0
-150.0 -44.0
-20.0 373.0
-365.0 1174.0
-832.0 1307.0
-494.0 425.0
795.0 -423.0
1793.0 -238.0
1185.0 445.0
-607.0 430.0
-1606.0 -346.0
-924.0 -684.0
341.0 145.0
520.0 1103.0
-200.0 916.0
-260.0 0.0
598.0 -201.0
1262.0 556.0
818.0 1016.0
-12.0 386.0
-68.0 -553.0
282.0 -611.0
48.0 44.0
-653.0 494.0
-710.0 426.0
179.0 339.0
850.0 334.0
475.0 -166.0
-312.0 -970.0
-356.0 -854.0
333.0 360.0
795.0 1314.0
683.0 539.0
508.0 -1195.0
555.0 -1870.0
445.0 -510.0
-29.0 1371.0
-392.0 1709.0
-80.0 653.0
316.0 -320.0
-53.0 -290.0
-1034.0 202.0
-1434.0 566.0
-636.0 880.0
285.0 1255.0
45.0 1105.0
-1144.0 4.0
-1864.0 -1161.0
-1201.0 -1040.0
194.0 361.0
939.0 1494.0
625.0 973.0
27.0 -797.0
172.0 -1777.0
1168.0 -1690.0
2000.0 -450.0
2047.0 585.0
1188.0 839.0
6.0 871.0
-655.0 784.0
-708.0 406.0
-387.0 -376.0
-169.0 -877.0
-291.0 -608.0
-698.0 9.0
-1060.0 108.0
-1032.0 -437.0
-627.0 -733.0
-279.0 -128.0
-317.0 568.0
-557.0 344.0
-373.0 -538.0
379.0 -734.0
1056.0 323.0
852.0 1302.0
1.0 904.0
-573.0 -390.0
-222.0 -789.0
536.0 -135.0
1080.0 355.0
1288.0 -754.0
1380.0 -1721.0
1422.0 -1827.0
1179.0 -1258.0
609.0 -43.0
5.0 -11.0
-269.0 116.0
-137.0 718.0
142.0 1339.0
176.0 889.0
-316.0 -283.0
-1131.0 -1106.0
-1409.0 -1003.0
-688.0 -476.0
449.0 -58.0
772.0 177.0
-93.0 400.0
-896.0 436.0
-357.0 304.0
1063.0 554.0
1632.0 1192.0
658.0 1484.0
-555.0 772.0
-386.0 -266.0
721.0 -415.0
1213.0 313.0
503.0 748.0
-288.0 167.0
-43.0 -563.0
740.0 -256.0
941.0 929.0
160.0 1712.0
-677.0 1231.0
-582.0 48.0
305.0 -879.0
1288.0 -1177.0
1493.0 -945.0
771.0 -460.0
-364.0 11.0
-1007.0 116.0
-594.0 -293.0
274.0 -601.0
574.0 -412.0
50.0 74.0
-468.0 302.0
-246.0 179.0
363.0 107.0
532.0 165.0
231.0 -33.0
33.0 -646.0
227.0 -1212.0
342.0 -1227.0
124.0 -1003.0
-50.0 -1101.0
141.0 -1361.0
316.0 -1203.0
-65.0 -619.0
-501.0 -268.0
-398.0 -403.0
52.0 -359.0
59.0 282.0
-370.0 1003.0
-366.0 996.0
421.0 417.0
840.0 117.0
17.0 444.0
-1038.0 624.0
-914.0 114.0
467.0 -464.0
1397.0 -229.0
770.0 715.0
-406.0 1344.0
-675.0 1177.0
-23.0 767.0
330.0 720.0
111.0 916.0
124.0 870.0
759.0 573.0
1204.0 435.0
875.0 511.0
291.0 480.0
258.0 308.0
423.0 467.0
-55.0 994.0
-943.0 1360.0
-1076.0 827.0
-258.0 -345.0
386.0 -1229.0
16.0 -1280.0
-669.0 -696.0
-428.0 -90.0
560.0 329.0
1078.0 651.0
717.0 935.0
193.0 1084.0
107.0 759.0
-50.0 -112.0
-791.0 -1016.0
-1361.0 -1250.0
-919.0 -453.0
78.0 750.0
196.0 1345.0
-796.0 902.0
-1488.0 123.0
-966.0 -41.0
-102.0 530.0
-264.0 1083.0
-1112.0 906.0
-1111.0 411.0
88.0 370.0
1149.0 1086.0
858.0 1739.0
-148.0 1595.0
-571.0 717.0
-366.0 -223.0
-552.0 -636.0
-1332.0 -565.0
-1502.0 -183.0
-273.0 351.0
1267.0 718.0
1514.0 559.0
627.0 -192.0
24.0 -839.0
455.0 -665.0
1005.0 62.0
576.0 412.0
-489.0 -14.0
-999.0 -659.0
-509.0 -578.0
152.0 211.0
311.0 847.0
135.0 565.0
9.0 -274.0
-97.0 -876.0
-452.0 -802.0
-901.0 -136.0
-997.0 768.0
-655.0 1576.0
-237.0 1704.0
5.0 943.0
-164.0 -173.0
-655.0 -563.0
-1214.0 56.0
-1461.0 754.0
-850.0 411.0
473.0 -736.0
1515.0 -1224.0
1419.0 -314.0
485.0 1154.0
-294.0 1585.0
-342.0 700.0
61.0 -356.0
337.0 -426.0
363.0 228.0
299.0 472.0
39.0 -238.0
-644.0 -1260.0
-1556.0 -1598.0
-2040.0 -1149.0
-1608.0 -252.0
-234.0 686.0
985.0 1305.0
1458.0 1462.0
983.0 1134.0
-73.0 559.0
-1120.0 238.0
-1641.0 302.0
-1411.0 452.0
-527.0 430.0
432.0 415.0
891.0 725.0
561.0 1135.0
-397.0 964.0
-1188.0 -60.0
-1150.0 -1047.0
-393.0 -1084.0
320.0 -123.0
306.0 914.0
-143.0 1051.0
-288.0 212.0
237.0 -876.0
747.0 -1485.0
526.0 -1443.0
-112.0 -901.0
-396.0 -376.0
-45.0 -271.0
108.0 -512.0
-386.0 -581.0
-910.0 -18.0
-426.0 764.0
931.0 746.0
1713.0 -22.0
994.0 -532.0
-409.0 -5.0
-679.0 941.0
394.0 1016.0
1477.0 35.0
1298.0 -693.0
99.0 -175.0
-816.0 836.0
-903.0 970.0
-758.0 27.0
-947.0 -693.0
-1044.0 -206.0
-397.0 920.0
811.0 1518.0
1394.0 1300.0
724.0 779.0
-572.0 366.0
-1428.0 -22.0
-1413.0 -390.0
-857.0 -380.0
-279.0 145.0
121.0 577.0
167.0 263.0
-103.0 -414.0
-476.0 -405.0
-538.0 555.0
-224.0 1518.0
143.0 1465.0
167.0 561.0
-37.0 104.0
-103.0 653.0
44.0 1468.0
40.0 1400.0
-296.0 329.0
-660.0 -504.0
-825.0 -179.0
-766.0 937.0
-594.0 1633.0
-160.0 1351.0
380.0 617.0
632.0 181.0
327.0 -10.0
-106.0 -465.0
131.0 -1199.0
933.0 -1611.0
1295.0 -1307.0
662.0 -638.0
-440.0 -161.0
-916.0 2.0
-363.0 183.0
562.0 459.0
1213.0 502.0
1292.0 283.0
825.0 74.0
-245.0 293.0
-1480.0 685.0
-2048.0 912.0
-1426.0 848.0
-92.0 660.0
729.0 517.0
686.0 355.0
193.0 172.0
-151.0 137.0
-324.0 313.0
-359.0 485.0
-169.0 611.0
159.0 610.0
93.0 337.0
-481.0 -474.0
-876.0 -1430.0
-407.0 -1748.0
602.0 -1043.0
1050.0 -27.0
576.0 232.0
-243.0 -227.0
-674.0 -358.0
-770.0 424.0
-769.0 1365.0
-406.0 1440.0
766.0 771.0
1905.0 117.0
2047.0 -188.0
977.0 -494.0
-248.0 -785.0
-376.0 -402.0
161.0 729.0
148.0 1776.0
-719.0 1737.0
-1484.0 730.0
-1514.0 -159.0
-1077.0 -414.0
-880.0 -389.0
-844.0 -604.0
-666.0 -773.0
-202.0 -486.0
257.0 122.0
528.0 447.0
391.0 321.0
-217.0 -49.0
-983.0 -377.0
-1247.0 -411.0
-800.0 74.0
-266.0 907.0
-377.0 1401.0
-837.0 1138.0
-601.0 579.0
454.0 695.0
1327.0 1384.0
1127.0 1527.0
341.0 497.0
85.0 -644.0
390.0 -500.0
383.0 621.0
-249.0 1109.0
-651.0 265.0
-277.0 -736.0
197.0 -573.0
-202.0 288.0
-1223.0 514.0
-1555.0 -160.0
-664.0 -678.0
516.0 -239.0
869.0 452.0
444.0 321.0
-49.0 -524.0
-241.0 -1128.0
-378.0 -937.0
-535.0 -415.0
-543.0 -31.0
-390.0 142.0
-276.0 193.0
-359.0 -58.0
-486.0 -634.0
-475.0 -1138.0
-352.0 -943.0
-219.0 -95.0
-9.0 620.0
285.0 629.0
537.0 -138.0
586.0 -997.0
499.0 -1493.0
347.0 -1522.0
89.0 -1278.0
-310.0 -910.0
-426.0 -560.0
23.0 -406.0
723.0 -600.0
1050.0 -1071.0
742.0 -1287.0
389.0 -745.0
339.0 400.0
288.0 1182.0
-130.0 946.0
-449.0 43.0
55.0 -505.0
858.0 -369.0
827.0 -300.0
-363.0 -871.0
-1544.0 -1457.0
-1412.0 -1165.0
-275.0 -243.0
307.0 199.0
-293.0 -237.0
-909.0 -591.0
-344.0 0.0
986.0 949.0
1630.0 959.0
939.0 -75.0
-181.0 -908.0
-573.0 -840.0
-228.0 -255.0
-101.0 151.0
-539.0 305.0
-905.0 625.0
-599.0 839.0
76.0 420.0
310.0 -350.0
-66.0 -586.0
-251.0 -54.0
264.0 477.0
882.0 255.0
665.0 -350.0
-326.0 -393.0
-1003.0 226.0
-523.0 749.0
568.0 691.0
1063.0 292.0
497.0 92.0
-235.0 37.0
-304.0 37.0
15.0 66.0
-72.0 157.0
-1033.0 83.0
-1891.0 -366.0
-1957.0 -804.0
-1001.0 -670.0
82.0 -48.0
449.0 652.0
185.0 1153.0
-251.0 1556.0
-378.0 1658.0
-165.0 1013.0
164.0 -289.0
310.0 -1133.0
68.0 -598.0
-365.0 598.0
-693.0 804.0
-759.0 -351.0
-495.0 -1367.0
-175.0 -775.0
-70.0 876.0
-265.0 1687.0
-596.0 979.0
-818.0 -2.0
-784.0 44.0
-708.0 788.0
-814.0 1069.0
-1064.0 550.0
-1024.0 138.0
-376.0 279.0
534.0 442.0
1017.0 38.0
827.0 -535.0
265.0 -550.0
-154.0 -207.0
-216.0 -328.0
29.0 -892.0
490.0 -964.0
1001.0 -253.0
971.0 544.0
48.0 515.0
-1067.0 -5.0
-1272.0 -159.0
-107.0 22.0
1394.0 -194.0
1854.0 -823.0
1155.0 -918.0
314.0 -26.0
375.0 773.0
1082.0 384.0
1435.0 -678.0
1190.0 -792.0
849.0 457.0
942.0 1612.0
1128.0 1337.0
772.0 -45.0
-90.0 -953.0
-721.0 -880.0
-648.0 -552.0
-306.0 -738.0
-312.0 -1162.0
-527.0 -1072.0
-309.0 -322.0
617.0 637.0
1338.0 1241.0
973.0 1092.0
-537.0 -124.0
-1802.0 -1434.0
-2048.0 -1859.0
-1423.0 -647.0
-16.0 1248.0
714.0 1707.0
724.0 672.0
-54.0 -478.0
-870.0 -483.0
-1381.0 -15.0
-1334.0 -180.0
-952.0 -955.0
-475.0 -1005.0
141.0 118.0
810.0 1181.0
1024.0 1110.0
530.0 245.0
-343.0 -254.0
-540.0 72.0
121.0 434.0
721.0 344.0
400.0 30.0
-538.0 -58.0
-838.0 148.0
-249.0 362.0
362.0 545.0
299.0 471.0
255.0 -101.0
784.0 -976.0
1212.0 -1356.0
405.0 -607.0
-1216.0 841.0
-2010.0 1728.0
-1336.0 1540.0
-381.0 862.0
-504.0 458.0
-1037.0 362.0
-549.0 37.0
871.0 -549.0
1569.0 -1013.0
666.0 -1169.0
-552.0 -1164.0
-660.0 -923.0
25.0 -351.0
263.0 360.0
4.0 699.0
251.0 359.0
1139.0 -296.0
1400.0 -644.0
317.0 -387.0
-1004.0 284.0
-1006.0 949.0
147.0 1196.0
1023.0 708.0
587.0 -265.0
-572.0 -777.0
-1322.0 -326.0
-1300.0 599.0
-762.0 904.0
-163.0 209.0
250.0 -673.0
306.0 -717.0
64.0 24.0
-136.0 642.0
